"ID","status","case_type","priority","Opened_date","Closed_date","customer_satisfaction_score","first_contact_resolution","Customer Region","case_origin","STATUS"
"500fK000003dMgiQAE","Item Created","Billing","Low","2024-12-21T23:32:25Z","2024-12-30T23:32:25Z","1","TRUE","Southwest","Email","Item Created"
"500fK000003dMgjQAE","Item Created","Technical","High","2024-03-29T14:52:01Z","2024-04-08T14:52:01Z","2","FALSE","Midwest","Email","Item Created"
"500fK000003dMgkQAE","Item Created","General","Low","2024-03-01T00:05:08Z","2024-03-10T00:05:08Z","8","FALSE","Midwest","Phone","Item Created"
"500fK000003dMglQAE","Item Created","Billing","Low","2024-04-22T20:42:16Z","2024-04-29T20:42:16Z","6","TRUE","Northeast","Email","Item Created"
"500fK000003dMgmQAE","Item Created","Technical","High","2024-02-25T03:28:40Z","2024-03-02T03:28:40Z","8","TRUE","Midwest","Email","Item Created"
"500fK000003dMgnQAE","Item Created","Billing","High","2024-03-02T16:57:12Z","2024-03-10T16:57:12Z","2","TRUE","Midwest","Web","Item Created"
"500fK000003dMgoQAE","Item Created","Billing","Low","2024-03-02T19:10:47Z","2024-03-17T19:10:47Z","1","FALSE","Midwest","Phone","Item Created"
"500fK000003dMgpQAE","Item Created","General","High","2024-08-28T13:30:33Z","2024-09-11T13:30:33Z","3","FALSE","Southeast","Phone","Item Created"
"500fK000003dMgqQAE","Item Created","Billing","Low","2024-09-23T17:19:20Z","2024-10-07T17:19:20Z","3","FALSE","Southeast","Phone","Item Created"
"500fK000003dMgrQAE","Item Created","Billing","Low","2024-09-23T06:41:09Z","2024-09-24T06:41:09Z","8","FALSE","Midwest","Email","Item Created"
"500fK000003dMgsQAE","Item Created","Billing","Low","2024-08-08T04:04:08Z","2024-08-14T04:04:08Z","3","TRUE","Midwest","Phone","Item Created"
"500fK000003dMgtQAE","Item Created","Billing","Low","2024-09-16T14:34:02Z","2024-09-30T14:34:02Z","1","FALSE","Northeast","Email","Item Created"
"500fK000003dMguQAE","Item Created","Technical","Low","2024-03-29T20:00:15Z","2024-03-30T20:00:15Z","6","TRUE","Southeast","Email","Item Created"
"500fK000003dMgvQAE","Item Created","Billing","Low","2024-10-30T23:15:46Z","2024-11-13T23:15:46Z","10","TRUE","Midwest","Phone","Item Created"
"500fK000003dMgwQAE","Item Created","General","High","2024-11-13T00:31:47Z","2024-11-28T00:31:47Z","3","TRUE","Southeast","Web","Item Created"
"500fK000003dMgxQAE","Item Created","Technical","Low","2024-02-12T08:48:10Z","2024-02-23T08:48:10Z","8","TRUE","Southeast","Phone","Item Created"
"500fK000003dMgyQAE","Item Created","Billing","Medium","2024-05-01T12:25:52Z","2024-05-04T12:25:52Z","10","FALSE","Southwest","Phone","Item Created"
"500fK000003dMgzQAE","Item Created","Technical","Low","2024-05-08T07:15:11Z","2024-05-11T07:15:11Z","7","FALSE","Southeast","Email","Item Created"
"500fK000003dMh0QAE","Item Created","Billing","Low","2024-12-26T23:40:13Z","2024-12-30T23:40:13Z","1","TRUE","Southeast","Web","Item Created"
"500fK000003dMh1QAE","Item Created","General","Low","2024-11-18T04:32:43Z","2024-11-30T04:32:43Z","6","TRUE","Midwest","Email","Item Created"
"500fK000003dMh2QAE","Item Created","Billing","Low","2024-10-27T04:34:52Z","2024-11-08T04:34:52Z","9","TRUE","Midwest","Email","Item Created"
"500fK000003dMh3QAE","Item Created","Technical","Low","2024-03-27T23:20:15Z","2024-04-09T23:20:15Z","4","FALSE","Northeast","Phone","Item Created"
"500fK000003dMh4QAE","Item Created","Billing","Low","2024-09-02T19:58:36Z","2024-09-14T19:58:36Z","1","TRUE","Southeast","Phone","Item Created"
"500fK000003dMh5QAE","Item Created","Billing","Low","2024-01-19T15:28:48Z","2024-01-20T15:28:48Z","6","FALSE","Midwest","Phone","Item Created"
"500fK000003dMh6QAE","Item Created","Billing","High","2024-12-06T04:53:58Z","2024-12-10T04:53:58Z","5","FALSE","Northeast","Phone","Item Created"
"500fK000003dMh7QAE","Item Created","Billing","Low","2024-11-28T08:43:03Z","2024-12-02T08:43:03Z","6","FALSE","Midwest","Email","Item Created"
"500fK000003dMh8QAE","Item Created","Billing","High","2024-12-09T21:12:38Z","2024-12-12T21:12:38Z","7","FALSE","Northeast","Phone","Item Created"
"500fK000003dMh9QAE","Item Created","General","Low","2024-10-14T23:53:20Z","2024-10-16T23:53:20Z","2","FALSE","Midwest","Email","Item Created"
"500fK000003dMhAQAU","Item Created","Billing","High","2024-05-25T12:48:41Z","2024-06-04T12:48:41Z","1","FALSE","Southeast","Phone","Item Created"
"500fK000003dMhBQAU","Item Created","Billing","Medium","2024-12-15T10:25:02Z","2024-12-23T10:25:02Z","5","FALSE","Midwest","Phone","Item Created"
"500fK000003dMhCQAU","Item Created","Technical","Low","2024-05-07T13:35:32Z","2024-05-11T13:35:32Z","7","TRUE","Midwest","Phone","Item Created"
"500fK000003dMhDQAU","Item Created","Technical","Medium","2024-06-01T09:52:41Z","2024-06-11T09:52:41Z","1","FALSE","Midwest","Phone","Item Created"
"500fK000003dMhEQAU","Item Created","Technical","Low","2024-06-20T17:13:08Z","2024-06-30T17:13:08Z","7","FALSE","Southeast","Phone","Item Created"
"500fK000003dMhFQAU","Item Created","Billing","Low","2024-03-27T18:01:46Z","2024-04-05T18:01:46Z","8","TRUE","Midwest","Phone","Item Created"
"500fK000003dMhGQAU","Item Created","Billing","Low","2024-06-17T22:13:52Z","2024-06-19T22:13:52Z","8","FALSE","Northeast","Phone","Item Created"
"500fK000003dMhHQAU","Item Created","Billing","Low","2024-06-28T14:32:58Z","2024-07-10T14:32:58Z","5","TRUE","Northeast","Email","Item Created"
"500fK000003dMhIQAU","Item Created","Billing","Low","2024-09-08T04:42:46Z","2024-09-16T04:42:46Z","10","FALSE","Midwest","Email","Item Created"
"500fK000003dMhJQAU","Item Created","Billing","High","2024-11-12T21:00:57Z","2024-11-20T21:00:57Z","7","TRUE","Midwest","Phone","Item Created"
"500fK000003dMhKQAU","Item Created","Technical","Low","2024-01-03T04:21:08Z","2024-01-16T04:21:08Z","6","FALSE","Southeast","Phone","Item Created"
"500fK000003dMhLQAU","Item Created","Billing","High","2024-03-03T08:32:10Z","2024-03-15T08:32:10Z","7","TRUE","Northeast","Web","Item Created"
"500fK000003dMhMQAU","Item Created","Billing","High","2024-10-07T13:28:52Z","2024-10-10T13:28:52Z","9","FALSE","Midwest","Phone","Item Created"
"500fK000003dMhNQAU","Item Created","Billing","Low","2024-02-01T01:48:21Z","2024-02-03T01:48:21Z","5","FALSE","Southeast","Phone","Item Created"
"500fK000003dMhOQAU","Item Created","General","Low","2024-08-23T13:51:24Z","2024-08-24T13:51:24Z","5","TRUE","Midwest","Email","Item Created"
"500fK000003dMhPQAU","Item Created","Technical","Medium","2024-09-11T08:27:51Z","2024-09-26T08:27:51Z","1","FALSE","Midwest","Phone","Item Created"
"500fK000003dMhQQAU","Item Created","Billing","Low","2024-07-11T18:37:29Z","2024-07-14T18:37:29Z","5","FALSE","Southeast","Web","Item Created"
"500fK000003dMhRQAU","Item Created","General","High","2024-07-01T20:48:50Z","2024-07-13T20:48:50Z","7","TRUE","Midwest","Phone","Item Created"
"500fK000003dMhSQAU","Item Created","General","Medium","2024-11-11T15:15:20Z","2024-11-22T15:15:20Z","9","FALSE","Southwest","Phone","Item Created"
"500fK000003dMhTQAU","Item Created","General","Low","2024-01-17T18:31:31Z","2024-01-29T18:31:31Z","3","FALSE","Southwest","Email","Item Created"
"500fK000003dMhUQAU","Item Created","Billing","Low","2024-11-18T19:28:49Z","2024-12-01T19:28:49Z","4","FALSE","Midwest","Phone","Item Created"
"500fK000003dMhVQAU","Item Created","Billing","Low","2024-07-18T08:40:41Z","2024-07-31T08:40:41Z","4","TRUE","Southeast","Phone","Item Created"
"500fK000003dMhWQAU","Item Created","Technical","Low","2024-12-09T01:28:59Z","2024-12-13T01:28:59Z","7","FALSE","Midwest","Phone","Item Created"
"500fK000003dMhXQAU","Item Created","Billing","Low","2024-04-26T14:51:55Z","2024-05-08T14:51:55Z","3","TRUE","Southeast","Phone","Item Created"
"500fK000003dMhYQAU","Item Created","Technical","Low","2024-02-01T16:07:04Z","2024-02-05T16:07:04Z","8","FALSE","Northeast","Phone","Item Created"
"500fK000003dMhZQAU","Item Created","Billing","Low","2024-10-12T04:37:50Z","2024-10-17T04:37:50Z","9","FALSE","Southwest","Phone","Item Created"
"500fK000003dMhaQAE","Item Created","Technical","Low","2024-01-22T03:22:52Z","2024-01-31T03:22:52Z","4","TRUE","Midwest","Phone","Item Created"
"500fK000003dMhbQAE","Item Created","Billing","Medium","2024-06-19T21:19:03Z","2024-06-29T21:19:03Z","4","FALSE","Midwest","Phone","Item Created"
"500fK000003dMhcQAE","Item Created","Technical","High","2024-12-28T20:16:59Z","2025-01-09T20:16:59Z","7","TRUE","West","Phone","Item Created"
"500fK000003dMhdQAE","Item Created","Billing","Medium","2024-10-06T10:35:41Z","2024-10-08T10:35:41Z","6","TRUE","Northeast","Email","Item Created"
"500fK000003dMheQAE","Item Created","General","High","2024-05-26T16:17:35Z","2024-05-28T16:17:35Z","2","TRUE","Southeast","Phone","Item Created"
"500fK000003dMhfQAE","Item Created","General","High","2024-09-30T05:13:52Z","2024-10-07T05:13:52Z","4","TRUE","Midwest","Phone","Item Created"
"500fK000003dMhgQAE","Item Created","General","Low","2024-08-08T06:08:01Z","2024-08-18T06:08:01Z","9","TRUE","Midwest","Email","Item Created"
"500fK000003dMhhQAE","Item Created","Technical","High","2024-03-30T00:04:15Z","2024-04-08T00:04:15Z","6","TRUE","Southeast","Phone","Item Created"
"500fK000003dMhiQAE","Item Created","Technical","Low","2024-03-25T20:34:30Z","2024-03-29T20:34:30Z","4","TRUE","Midwest","Email","Item Created"
"500fK000003dMhjQAE","Item Created","Technical","High","2024-06-25T04:03:03Z","2024-07-02T04:03:03Z","2","TRUE","Northeast","Phone","Item Created"
"500fK000003dMhkQAE","Item Created","General","Low","2024-02-01T14:03:57Z","2024-02-05T14:03:57Z","6","TRUE","Midwest","Email","Item Created"
"500fK000003dMhlQAE","Item Created","Technical","Medium","2024-04-03T10:29:18Z","2024-04-04T10:29:18Z","9","TRUE","Northeast","Email","Item Created"
"500fK000003dMhmQAE","Item Created","General","High","2024-08-02T17:16:15Z","2024-08-12T17:16:15Z","7","TRUE","Midwest","Phone","Item Created"
"500fK000003dMhnQAE","Item Created","General","Low","2024-10-02T08:02:39Z","2024-10-17T08:02:39Z","5","FALSE","Northeast","Phone","Item Created"
"500fK000003dMhoQAE","Item Created","Billing","High","2024-08-31T21:56:41Z","2024-09-03T21:56:41Z","3","FALSE","Southeast","Email","Item Created"
"500fK000003dMhpQAE","Item Created","General","Low","2024-03-03T23:41:18Z","2024-03-08T23:41:18Z","7","FALSE","Midwest","Phone","Item Created"
"500fK000003dMhqQAE","Item Created","Billing","High","2024-04-17T12:58:48Z","2024-04-19T12:58:48Z","10","FALSE","Southwest","Phone","Item Created"
"500fK000003dMhrQAE","Item Created","Billing","Low","2024-02-03T16:53:35Z","2024-02-11T16:53:35Z","2","TRUE","Northeast","Phone","Item Created"
"500fK000003dMhsQAE","Item Created","Billing","High","2024-01-02T03:25:48Z","2024-01-03T03:25:48Z","7","TRUE","Southeast","Phone","Item Created"
"500fK000003dMhtQAE","Item Created","Billing","High","2024-12-17T17:27:05Z","2024-12-22T17:27:05Z","2","TRUE","Midwest","Phone","Item Created"
"500fK000003dMhuQAE","Item Created","Technical","Low","2024-10-10T01:59:18Z","2024-10-20T01:59:18Z","7","TRUE","Southeast","Email","Item Created"
"500fK000003dMhvQAE","Item Created","Billing","Low","2024-06-11T15:46:13Z","2024-06-23T15:46:13Z","7","TRUE","Southeast","Phone","Item Created"
"500fK000003dMhwQAE","Item Created","General","Low","2024-02-13T11:34:01Z","2024-02-23T11:34:01Z","7","TRUE","Southwest","Phone","Item Created"
"500fK000003dMhxQAE","Item Created","Technical","Low","2024-07-07T06:58:26Z","2024-07-12T06:58:26Z","7","TRUE","Southeast","Phone","Item Created"
"500fK000003dMhyQAE","Item Created","General","Low","2024-10-07T08:39:56Z","2024-10-22T08:39:56Z","4","FALSE","Southeast","Web","Item Created"
"500fK000003dMhzQAE","Item Created","Billing","Low","2024-12-01T22:33:09Z","2024-12-07T22:33:09Z","2","TRUE","Midwest","Phone","Item Created"
"500fK000003dMi0QAE","Item Created","Billing","Medium","2024-06-09T03:31:25Z","2024-06-11T03:31:25Z","8","TRUE","Northeast","Phone","Item Created"
"500fK000003dMi1QAE","Item Created","Billing","High","2024-10-17T09:08:26Z","2024-10-25T09:08:26Z","1","TRUE","Northeast","Phone","Item Created"
"500fK000003dMi2QAE","Item Created","General","Low","2024-03-08T11:15:54Z","2024-03-13T11:15:54Z","5","TRUE","West","Phone","Item Created"
"500fK000003dMi3QAE","Item Created","Billing","Medium","2024-05-05T00:43:26Z","2024-05-16T00:43:26Z","9","FALSE","Southeast","Phone","Item Created"
"500fK000003dMi4QAE","Item Created","Billing","Low","2024-09-05T14:27:10Z","2024-09-19T14:27:10Z","8","FALSE","Southwest","Phone","Item Created"
"500fK000003dMi5QAE","Item Created","General","High","2024-03-04T08:38:28Z","2024-03-12T08:38:28Z","5","FALSE","Midwest","Phone","Item Created"
"500fK000003dMi6QAE","Item Created","Billing","Medium","2024-07-22T17:39:37Z","2024-08-05T17:39:37Z","6","FALSE","Southeast","Phone","Item Created"
"500fK000003dMi7QAE","Item Created","Billing","Low","2024-05-09T04:03:58Z","2024-05-12T04:03:58Z","10","TRUE","Midwest","Phone","Item Created"
"500fK000003dMi8QAE","Item Created","Billing","Medium","2024-10-25T06:24:55Z","2024-10-26T06:24:55Z","8","FALSE","Midwest","Phone","Item Created"
"500fK000003dMi9QAE","Item Created","Billing","Medium","2024-10-27T02:43:43Z","2024-11-07T02:43:43Z","5","FALSE","Southwest","Phone","Item Created"
"500fK000003dMiAQAU","Item Created","Billing","Medium","2024-07-21T11:28:27Z","2024-07-27T11:28:27Z","5","FALSE","Southeast","Phone","Item Created"
"500fK000003dMiBQAU","Item Created","Technical","Low","2024-10-11T11:01:00Z","2024-10-16T11:01:00Z","10","TRUE","Southeast","Phone","Item Created"
"500fK000003dMiCQAU","Item Created","Technical","Medium","2024-08-21T15:37:51Z","2024-08-23T15:37:51Z","4","TRUE","Southeast","Phone","Item Created"
"500fK000003dMiDQAU","Item Created","General","Low","2024-02-14T22:09:10Z","2024-02-24T22:09:10Z","3","FALSE","Southeast","Phone","Item Created"
"500fK000003dMiEQAU","Item Created","Billing","Low","2024-08-17T18:45:18Z","2024-08-29T18:45:18Z","5","TRUE","Midwest","Email","Item Created"
"500fK000003dMiFQAU","Item Created","Billing","High","2024-10-13T08:46:28Z","2024-10-22T08:46:28Z","5","FALSE","Southeast","Phone","Item Created"
"500fK000003dMiGQAU","Item Created","Billing","Low","2024-11-08T15:14:36Z","2024-11-18T15:14:36Z","10","FALSE","Midwest","Phone","Item Created"
"500fK000003dMiHQAU","Item Created","General","High","2024-11-27T23:39:29Z","2024-12-12T23:39:29Z","2","FALSE","Southwest","Phone","Item Created"
"500fK000003dMiIQAU","Item Created","General","Low","2024-10-06T12:30:20Z","2024-10-15T12:30:20Z","6","TRUE","Midwest","Phone","Item Created"
"500fK000003dMiJQAU","Item Created","General","High","2024-06-11T12:52:25Z","2024-06-17T12:52:25Z","9","FALSE","Midwest","Phone","Item Created"
"500fK000003dMiKQAU","Item Created","Billing","Low","2024-06-01T13:59:23Z","2024-06-05T13:59:23Z","4","FALSE","Midwest","Email","Item Created"
"500fK000003dMiLQAU","Item Created","Billing","Low","2024-08-29T22:44:09Z","2024-09-10T22:44:09Z","9","TRUE","Northeast","Phone","Item Created"
"500fK000003dMiMQAU","Item Created","Technical","Low","2024-12-17T18:01:21Z","2024-12-30T18:01:21Z","1","TRUE","Southeast","Email","Item Created"
"500fK000003dMiNQAU","Item Created","Billing","Medium","2024-03-12T09:12:14Z","2024-03-22T09:12:14Z","4","FALSE","Southeast","Web","Item Created"
"500fK000003dMiOQAU","Item Created","Billing","Low","2024-06-06T02:08:47Z","2024-06-09T02:08:47Z","2","TRUE","Southwest","Web","Item Created"
"500fK000003dMiPQAU","Item Created","Technical","High","2024-12-29T11:50:40Z","2024-12-31T11:50:40Z","3","FALSE","Southwest","Phone","Item Created"
"500fK000003dMiQQAU","Item Created","Billing","Low","2024-08-05T20:35:48Z","2024-08-19T20:35:48Z","5","FALSE","Southeast","Phone","Item Created"
"500fK000003dMiRQAU","Item Created","Billing","Low","2024-05-13T05:27:30Z","2024-05-17T05:27:30Z","7","TRUE","Southeast","Phone","Item Created"
"500fK000003dMiSQAU","Item Created","General","Medium","2024-04-15T20:04:15Z","2024-04-19T20:04:15Z","1","TRUE","Midwest","Email","Item Created"
"500fK000003dMiTQAU","Item Created","Billing","Low","2024-06-18T08:59:33Z","2024-06-29T08:59:33Z","5","TRUE","Midwest","Email","Item Created"
"500fK000003dMiUQAU","Item Created","General","High","2024-04-29T09:47:52Z","2024-05-11T09:47:52Z","7","TRUE","Northeast","Web","Item Created"
"500fK000003dMiVQAU","Item Created","Billing","Low","2024-05-16T06:41:40Z","2024-05-20T06:41:40Z","10","FALSE","Northeast","Phone","Item Created"
"500fK000003dMiWQAU","Item Created","Billing","Low","2024-11-17T12:13:52Z","2024-12-01T12:13:52Z","1","TRUE","Southwest","Phone","Item Created"
"500fK000003dMiXQAU","Item Created","Technical","Medium","2024-04-10T18:37:18Z","2024-04-23T18:37:18Z","7","TRUE","Midwest","Email","Item Created"
"500fK000003dMiYQAU","Item Created","Billing","Low","2024-05-28T14:34:11Z","2024-06-01T14:34:11Z","5","TRUE","Midwest","Phone","Item Created"
"500fK000003dMiZQAU","Item Created","General","Low","2024-08-13T03:31:09Z","2024-08-25T03:31:09Z","2","FALSE","Midwest","Phone","Item Created"
"500fK000003dMiaQAE","Item Created","Technical","High","2024-05-30T18:26:27Z","2024-06-11T18:26:27Z","4","TRUE","West","Email","Item Created"
"500fK000003dMibQAE","Item Created","Billing","Medium","2024-10-03T15:06:24Z","2024-10-14T15:06:24Z","10","FALSE","Southeast","Email","Item Created"
"500fK000003dMicQAE","Item Created","General","Low","2024-12-17T10:02:26Z","2024-12-28T10:02:26Z","2","FALSE","Southeast","Phone","Item Created"
"500fK000003dMidQAE","Item Created","General","Medium","2024-03-10T07:51:25Z","2024-03-22T07:51:25Z","6","TRUE","Midwest","Phone","Item Created"
"500fK000003dMieQAE","Item Created","Billing","Low","2024-02-19T05:19:51Z","2024-03-04T05:19:51Z","3","TRUE","Midwest","Web","Item Created"
"500fK000003dMifQAE","Item Created","Technical","High","2024-11-06T13:43:37Z","2024-11-10T13:43:37Z","9","TRUE","Northeast","Phone","Item Created"
"500fK000003dMigQAE","Item Created","Technical","Low","2024-12-06T15:23:27Z","2024-12-09T15:23:27Z","4","FALSE","West","Web","Item Created"
"500fK000003dMihQAE","Item Created","Billing","High","2024-10-02T09:36:43Z","2024-10-10T09:36:43Z","3","FALSE","Southeast","Web","Item Created"
"500fK000003dMiiQAE","Item Created","Technical","Low","2024-05-26T19:49:13Z","2024-05-30T19:49:13Z","4","TRUE","Midwest","Phone","Item Created"
"500fK000003dMijQAE","Item Created","Billing","High","2024-12-03T01:05:04Z","2024-12-13T01:05:04Z","2","FALSE","Northeast","Web","Item Created"
"500fK000003dMikQAE","Item Created","Billing","Low","2024-06-27T14:21:22Z","2024-07-11T14:21:22Z","3","FALSE","Northeast","Phone","Item Created"
"500fK000003dMilQAE","Item Created","Billing","Low","2024-03-20T15:05:32Z","2024-03-24T15:05:32Z","4","TRUE","Midwest","Email","Item Created"
"500fK000003dMimQAE","Item Created","Technical","Low","2024-12-04T04:34:17Z","2024-12-07T04:34:17Z","2","TRUE","Midwest","Phone","Item Created"
"500fK000003dMinQAE","Item Created","General","Medium","2024-08-15T05:28:02Z","2024-08-28T05:28:02Z","7","TRUE","Midwest","Phone","Item Created"
"500fK000003dMioQAE","Item Created","General","Low","2024-01-12T20:19:06Z","2024-01-16T20:19:06Z","7","TRUE","Southwest","Phone","Item Created"
"500fK000003dMipQAE","Item Created","Technical","Low","2024-02-22T07:02:42Z","2024-03-03T07:02:42Z","3","FALSE","Northeast","Phone","Item Created"
"500fK000003dMiqQAE","Item Created","General","High","2024-07-18T12:50:11Z","2024-07-21T12:50:11Z","4","FALSE","Midwest","Phone","Item Created"
"500fK000003dMirQAE","Item Created","Billing","High","2024-05-13T02:02:14Z","2024-05-25T02:02:14Z","9","TRUE","Midwest","Web","Item Created"
"500fK000003dMisQAE","Item Created","Billing","Medium","2024-12-06T21:07:11Z","2024-12-21T21:07:11Z","5","TRUE","Midwest","Phone","Item Created"
"500fK000003dMitQAE","Item Created","General","Low","2024-08-24T15:30:37Z","2024-08-25T15:30:37Z","3","TRUE","Midwest","Phone","Item Created"
"500fK000003dMiuQAE","Item Created","Billing","Low","2024-06-23T04:19:13Z","2024-07-03T04:19:13Z","8","TRUE","Southeast","Phone","Item Created"
"500fK000003dMivQAE","Item Created","Technical","Low","2024-01-31T00:29:59Z","2024-02-09T00:29:59Z","1","TRUE","Southwest","Phone","Item Created"
"500fK000003dMiwQAE","Item Created","Technical","Low","2024-01-09T18:14:53Z","2024-01-10T18:14:53Z","9","TRUE","Midwest","Phone","Item Created"
"500fK000003dMixQAE","Item Created","Billing","Low","2024-05-06T01:48:17Z","2024-05-12T01:48:17Z","2","FALSE","Midwest","Phone","Item Created"
"500fK000003dMiyQAE","Item Created","General","Medium","2024-12-06T01:31:51Z","2024-12-21T01:31:51Z","7","FALSE","Southeast","Phone","Item Created"
"500fK000003dMizQAE","Item Created","Billing","Low","2024-06-30T01:13:54Z","2024-07-10T01:13:54Z","9","FALSE","Southwest","Web","Item Created"
"500fK000003dMj0QAE","Item Created","Billing","Low","2024-06-26T20:41:45Z","2024-06-27T20:41:45Z","8","FALSE","Midwest","Phone","Item Created"
"500fK000003dMj1QAE","Item Created","Billing","Low","2024-09-16T15:09:29Z","2024-09-28T15:09:29Z","4","TRUE","Midwest","Phone","Item Created"
"500fK000003dMj2QAE","Item Created","General","Low","2024-02-24T23:40:24Z","2024-03-04T23:40:24Z","2","TRUE","Southwest","Phone","Item Created"
"500fK000003dMj3QAE","Item Created","General","Low","2024-10-28T15:00:58Z","2024-11-07T15:00:58Z","5","TRUE","Southeast","Phone","Item Created"
"500fK000003dMj4QAE","Item Created","Billing","High","2024-04-25T20:04:52Z","2024-05-02T20:04:52Z","9","FALSE","Southeast","Email","Item Created"
"500fK000003dMj5QAE","Item Created","Billing","Low","2024-06-09T14:14:52Z","2024-06-11T14:14:52Z","3","FALSE","Southeast","Phone","Item Created"
"500fK000003dMj6QAE","Item Created","General","Low","2024-06-30T16:39:46Z","2024-07-14T16:39:46Z","3","TRUE","West","Web","Item Created"
"500fK000003dMj7QAE","Item Created","Billing","Medium","2024-08-29T08:22:58Z","2024-08-30T08:22:58Z","8","TRUE","Midwest","Phone","Item Created"
"500fK000003dMj8QAE","Item Created","General","High","2024-07-31T13:55:52Z","2024-08-11T13:55:52Z","3","FALSE","Midwest","Email","Item Created"
"500fK000003dMj9QAE","Item Created","General","Low","2024-10-30T07:27:21Z","2024-11-09T07:27:21Z","3","FALSE","Midwest","Phone","Item Created"
"500fK000003dMjAQAU","Item Created","Billing","Low","2024-11-12T06:11:19Z","2024-11-25T06:11:19Z","8","FALSE","Midwest","Web","Item Created"
"500fK000003dMjBQAU","Item Created","General","High","2024-04-08T13:24:43Z","2024-04-12T13:24:43Z","9","TRUE","Southeast","Phone","Item Created"
"500fK000003dMjCQAU","Item Created","Technical","Medium","2024-03-27T05:33:02Z","2024-04-02T05:33:02Z","10","TRUE","Southeast","Email","Item Created"
"500fK000003dMjDQAU","Item Created","Billing","Low","2024-10-25T01:17:38Z","2024-11-09T01:17:38Z","4","FALSE","Northeast","Web","Item Created"
"500fK000003dMjEQAU","Item Created","Technical","Low","2024-06-19T04:21:38Z","2024-06-29T04:21:38Z","5","TRUE","Southeast","Phone","Item Created"
"500fK000003dMjFQAU","Item Created","Billing","Low","2024-10-25T08:47:48Z","2024-11-09T08:47:48Z","4","FALSE","Midwest","Email","Item Created"
"500fK000003dMjGQAU","Item Created","Billing","High","2024-02-19T02:13:31Z","2024-02-29T02:13:31Z","9","TRUE","Northeast","Phone","Item Created"
"500fK000003dMjHQAU","Item Created","Billing","Low","2024-03-20T05:34:17Z","2024-04-02T05:34:17Z","4","TRUE","Southwest","Email","Item Created"
"500fK000003dMjIQAU","Item Created","Technical","Low","2024-04-27T22:39:38Z","2024-05-01T22:39:38Z","9","TRUE","Midwest","Phone","Item Created"
"500fK000003dMjJQAU","Item Created","Billing","Low","2024-04-01T15:26:24Z","2024-04-02T15:26:24Z","3","FALSE","Midwest","Web","Item Created"
"500fK000003dMjKQAU","Item Created","Billing","Low","2024-09-12T16:59:19Z","2024-09-26T16:59:19Z","4","FALSE","Northeast","Web","Item Created"
"500fK000003dMjLQAU","Item Created","General","Low","2024-02-22T19:02:27Z","2024-03-05T19:02:27Z","10","FALSE","Midwest","Phone","Item Created"
"500fK000003dMjMQAU","Item Created","General","Low","2024-08-12T06:14:14Z","2024-08-13T06:14:14Z","8","FALSE","West","Web","Item Created"
"500fK000003dMjNQAU","Item Created","Billing","High","2024-03-18T10:22:09Z","2024-03-27T10:22:09Z","6","TRUE","Southeast","Phone","Item Created"
"500fK000003dMjOQAU","Item Created","Billing","Low","2024-01-07T19:53:30Z","2024-01-22T19:53:30Z","10","TRUE","Southeast","Email","Item Created"
"500fK000003dMjPQAU","Item Created","Billing","Low","2024-02-09T04:45:24Z","2024-02-14T04:45:24Z","6","TRUE","Northeast","Email","Item Created"
"500fK000003dMjQQAU","Item Created","General","High","2024-03-31T01:56:17Z","2024-04-10T01:56:17Z","1","FALSE","Midwest","Phone","Item Created"
"500fK000003dMjRQAU","Item Created","Billing","High","2024-09-16T19:10:24Z","2024-09-18T19:10:24Z","9","TRUE","Midwest","Phone","Item Created"
"500fK000003dMjSQAU","Item Created","Billing","Low","2024-10-22T04:13:25Z","2024-10-23T04:13:25Z","6","TRUE","Midwest","Phone","Item Created"
"500fK000003dMjTQAU","Item Created","Billing","Low","2024-06-06T19:37:55Z","2024-06-07T19:37:55Z","10","FALSE","Southeast","Web","Item Created"
"500fK000003dMjUQAU","Item Created","General","Low","2024-11-13T14:20:55Z","2024-11-21T14:20:55Z","4","TRUE","Southwest","Phone","Item Created"
"500fK000003dMjVQAU","Item Created","Technical","Medium","2024-08-10T21:26:09Z","2024-08-21T21:26:09Z","8","TRUE","Midwest","Phone","Item Created"
"500fK000003dMjWQAU","Item Created","Technical","Low","2024-04-01T14:48:00Z","2024-04-05T14:48:00Z","2","TRUE","Northeast","Phone","Item Created"
"500fK000003dMjXQAU","Item Created","General","Low","2024-08-04T15:00:08Z","2024-08-19T15:00:08Z","10","FALSE","Southeast","Phone","Item Created"
"500fK000003dMjYQAU","Item Created","Technical","Medium","2024-12-01T06:53:19Z","2024-12-14T06:53:19Z","7","TRUE","Midwest","Phone","Item Created"
"500fK000003dMjZQAU","Item Created","General","Medium","2024-02-08T14:56:50Z","2024-02-15T14:56:50Z","6","FALSE","Southwest","Phone","Item Created"
"500fK000003dMjaQAE","Item Created","Technical","Medium","2024-03-30T07:12:31Z","2024-04-06T07:12:31Z","2","TRUE","Midwest","Email","Item Created"
"500fK000003dMjbQAE","Item Created","Billing","Low","2024-11-06T02:55:34Z","2024-11-20T02:55:34Z","3","TRUE","Midwest","Web","Item Created"
"500fK000003dMjcQAE","Item Created","Billing","Low","2024-06-20T03:27:06Z","2024-06-28T03:27:06Z","7","FALSE","Southeast","Email","Item Created"
